data,count,response 
2013-11-27,1,internals 
2013-11-26,3,internals 
2013-11-22,2,internals 
2013-11-21,7,internals 
2013-11-20,4,internals 
2013-11-19,2,internals 
2013-11-14,5,internals 
2013-11-12,1,internals 
2013-11-11,2,internals 
2013-11-08,1,internals 
2013-11-07,1,internals 
2013-11-06,3,internals 
2013-11-05,1,internals 
2013-11-04,1,internals 
2013-11-01,1,internals 
2013-10-31,3,internals 
2013-10-30,3,internals 
2013-10-29,2,internals 
2013-10-28,1,internals 
2013-10-26,1,internals 
2013-10-25,3,internals 
2013-10-24,2,internals 
2013-10-23,1,internals 
2013-10-22,3,internals 
2013-10-21,3,internals 
2013-10-19,2,internals 
2013-10-18,4,internals 
2013-10-17,3,internals 
2013-10-16,1,internals 
2013-10-15,3,internals 
2013-10-14,2,internals 
2013-10-12,1,internals 
2013-10-11,2,internals 
2013-10-10,3,internals 
2013-10-09,1,internals 
2013-10-08,1,internals 
2013-10-07,2,internals 
2013-10-05,1,internals 
2013-10-04,1,internals 
2013-10-03,1,internals 
2013-10-02,4,internals 
2013-10-01,3,internals 
2013-09-30,1,internals 
2013-09-27,3,internals 
2013-09-26,1,internals 
2013-09-25,6,internals 
2013-09-23,2,internals 
2013-09-22,1,internals 
2013-09-20,1,internals 
2013-09-19,1,internals 
2013-09-17,5,internals 
2013-09-16,1,internals 
2013-09-13,1,internals 
2013-09-11,1,internals 
2013-09-10,2,internals 
2013-09-09,1,internals 
2013-09-06,2,internals 
2013-09-05,5,internals 
2013-09-04,1,internals 
2013-09-03,2,internals 
2013-09-02,1,internals 
2013-08-31,1,internals 
2013-08-30,2,internals 
2013-08-29,3,internals 
2013-08-27,1,internals 
2013-08-23,1,internals 
2013-08-22,2,internals 
2013-08-21,1,internals 
2013-08-20,2,internals 
2013-08-19,1,internals 
2013-08-16,1,internals 
2013-08-14,2,internals 
2013-08-13,1,internals 
2013-08-12,1,internals 
2013-08-10,1,internals 
2013-08-08,1,internals 
2013-08-07,2,internals 
2013-08-06,1,internals 
2013-07-02,2,internals 
2013-06-27,1,internals 
2013-06-20,2,internals 
2013-06-13,1,internals 
2013-06-10,1,internals 
2013-06-04,1,internals 
2013-05-28,1,internals 
2013-05-22,1,internals 
2013-05-21,2,internals 
2013-05-15,1,internals 
2013-05-12,1,internals 
2013-05-08,2,internals 
2013-05-07,2,internals 
2013-04-26,1,internals 
2013-04-24,1,internals 
2013-04-23,2,internals 
2013-04-22,3,internals 
2013-04-19,1,internals 
2013-04-18,1,internals 
2013-04-15,1,internals 
2013-04-14,1,internals 
2013-04-07,1,internals 
2013-04-06,1,internals 
2013-04-05,1,internals 
2013-04-04,3,internals 
2013-04-01,1,internals 
2013-03-27,1,internals 
2013-03-25,1,internals 
2013-03-23,1,internals 
2013-03-22,2,internals 
2013-03-21,2,internals 
2013-03-20,1,internals 
2013-03-19,1,internals 
2013-03-18,1,internals 
2013-03-15,2,internals 
2013-03-14,1,internals 
2013-03-11,1,internals 
2013-03-08,1,internals 
2013-03-05,1,internals 
2013-03-04,1,internals 
2013-03-01,1,internals 
2013-02-28,1,internals 
2013-02-27,4,internals 
2013-02-23,1,internals 
2013-02-20,1,internals 
2013-02-19,1,internals 
2013-02-15,1,internals 
2013-02-14,1,internals 
2013-02-13,4,internals 
2013-02-12,2,internals 
2013-02-10,2,internals 
2013-02-08,1,internals 
2013-02-07,4,internals 
2013-02-06,4,internals 
2013-02-05,2,internals 
2013-02-01,4,internals 
2013-01-31,5,internals 
2013-01-30,4,internals 
2013-01-29,2,internals 
2013-01-27,1,internals 
2013-01-26,3,internals 
2013-01-25,1,internals 
2013-01-24,2,internals 
2013-01-23,2,internals 
2013-01-22,2,internals 
2013-01-21,1,internals 
2013-01-18,1,internals 
2013-01-17,2,internals 
2013-01-14,1,internals 
2013-01-11,2,internals 
2013-01-10,1,internals 
2013-01-03,1,internals 
2012-12-28,2,internals 
2012-12-27,1,internals 
2012-12-25,2,internals 
2012-12-24,2,internals 
2012-12-21,1,internals 
2012-12-14,1,internals 
2012-11-23,1,internals 
2012-11-20,1,internals 
2012-11-15,1,internals 
2012-11-06,1,internals 
2012-10-29,1,internals 
2012-10-26,1,internals 
2012-10-25,1,internals 
2012-10-24,1,internals 
2012-10-23,1,internals 
2012-10-12,1,internals 
2012-10-09,2,internals 
2012-10-04,1,internals 
2012-09-13,1,internals 
2012-08-22,1,internals 
2012-08-10,1,internals 
2012-07-25,1,internals 
2012-07-06,1,internals 
2012-06-29,1,internals 
2012-06-27,1,internals 
2012-06-20,1,internals 
2012-06-19,1,internals 
2012-06-14,2,internals 
2012-06-12,1,internals 
2012-06-11,1,internals 
2012-06-08,2,internals 
2012-06-07,1,internals 
2012-06-02,1,internals 
2012-05-30,2,internals 
2012-05-26,1,internals 
2012-05-24,1,internals 
2012-03-02,1,internals 
2012-01-21,1,internals 
2017-06-27,1,externals 
2017-06-24,1,externals 
2017-06-15,1,externals 
2017-06-14,1,externals 
2017-06-12,1,externals 
2017-06-10,1,externals 
2017-06-07,2,externals 
2017-05-25,1,externals 
2017-05-18,1,externals 
2017-05-16,3,externals 
2017-05-15,2,externals 
2017-05-14,1,externals 
2017-05-12,1,externals 
2017-05-11,1,externals 
2017-05-08,1,externals 
2017-04-28,1,externals 
2017-04-18,1,externals 
2017-04-15,2,externals 
2017-04-14,2,externals 
2017-04-13,1,externals 
2017-04-12,2,externals 
2017-04-10,1,externals 
2017-04-04,1,externals 
2017-04-03,1,externals 
2017-03-31,4,externals 
2017-03-26,1,externals 
2017-03-25,1,externals 
2017-03-18,1,externals 
2017-03-17,1,externals 
2017-03-11,1,externals 
2017-03-10,2,externals 
2017-03-09,2,externals 
2017-03-08,1,externals 
2017-03-07,2,externals 
2017-03-06,2,externals 
2017-03-03,1,externals 
2017-03-01,1,externals 
2017-02-23,1,externals 
2017-02-15,1,externals 
2017-02-14,1,externals 
2017-02-07,1,externals 
2017-02-06,2,externals 
2017-02-01,1,externals 
2017-01-29,1,externals 
2017-01-25,1,externals 
2017-01-24,1,externals 
2017-01-23,1,externals 
2017-01-20,1,externals 
2017-01-19,1,externals 
2017-01-18,1,externals 
2017-01-12,1,externals 
2017-01-11,2,externals 
2017-01-07,2,externals 
2017-01-02,1,externals 
2016-12-31,1,externals 
2016-12-27,1,externals 
2016-12-22,1,externals 
2016-12-10,1,externals 
2016-12-09,2,externals 
2016-12-08,1,externals 
2016-12-04,1,externals 
2016-11-30,1,externals 
2016-11-27,1,externals 
2016-11-24,1,externals 
2016-11-23,1,externals 
2016-11-21,1,externals 
2016-11-20,1,externals 
2016-11-19,1,externals 
2016-11-18,1,externals 
2016-11-13,1,externals 
2016-11-11,1,externals 
2016-11-10,1,externals 
2016-11-03,1,externals 
2016-10-29,2,externals 
2016-10-25,1,externals 
2016-10-21,1,externals 
2016-10-19,2,externals 
2016-10-17,1,externals 
2016-10-16,1,externals 
2016-10-15,1,externals 
2016-10-14,2,externals 
2016-10-11,2,externals 
2016-10-10,2,externals 
2016-10-09,1,externals 
2016-10-08,2,externals 
2016-10-06,1,externals 
2016-10-04,1,externals 
2016-09-29,2,externals 
2016-09-27,1,externals 
2016-09-26,2,externals 
2016-09-22,1,externals 
2016-09-21,1,externals 
2016-09-17,1,externals 
2016-09-15,2,externals 
2016-09-14,1,externals 
2016-09-13,1,externals 
2016-09-12,1,externals 
2016-09-11,2,externals 
2016-09-01,2,externals 
2016-08-31,4,externals 
2016-08-30,1,externals 
2016-08-29,1,externals 
2016-08-25,1,externals 
2016-08-23,2,externals 
2016-08-16,2,externals 
2016-08-15,1,externals 
2016-08-12,1,externals 
2016-08-11,1,externals 
2016-08-07,2,externals 
2016-08-06,1,externals 
2016-08-04,1,externals 
2016-08-03,1,externals 
2016-08-01,1,externals 
2016-07-29,1,externals 
2016-07-26,1,externals 
2016-07-24,1,externals 
2016-07-21,2,externals 
2016-07-04,1,externals 
2016-07-02,1,externals 
2016-06-25,1,externals 
2016-06-22,2,externals 
2016-06-18,2,externals 
2016-06-11,1,externals 
2016-06-10,1,externals 
2016-06-08,2,externals 
2016-05-26,1,externals 
2016-05-23,3,externals 
2016-05-22,1,externals 
2016-05-20,1,externals 
2016-05-19,2,externals 
2016-05-16,1,externals 
2016-05-13,1,externals 
2016-05-11,1,externals 
2016-05-02,1,externals 
2016-04-28,2,externals 
2016-04-26,2,externals 
2016-04-22,1,externals 
2016-04-20,3,externals 
2016-04-18,2,externals 
2016-04-14,2,externals 
2016-04-12,1,externals 
2016-04-10,1,externals 
2016-04-09,2,externals 
2016-04-08,2,externals 
2016-04-06,1,externals 
2016-04-04,1,externals 
2016-04-02,2,externals 
2016-04-01,1,externals 
2016-03-31,2,externals 
2016-03-30,2,externals 
2016-03-26,1,externals 
2016-03-25,1,externals 
2016-03-24,1,externals 
2016-03-20,1,externals 
2016-03-18,2,externals 
2016-03-09,1,externals 
2016-03-08,1,externals 
2016-03-06,2,externals 
2016-02-29,1,externals 
2016-02-28,1,externals 
2016-02-25,1,externals 
2016-02-22,1,externals 
2016-02-21,1,externals 
2016-02-19,2,externals 
2016-02-18,1,externals 
2016-02-17,2,externals 
2016-02-16,1,externals 
2016-02-11,1,externals 
2016-02-09,1,externals 
2016-02-08,1,externals 
2016-02-05,1,externals 
2016-02-04,3,externals 
2016-02-03,1,externals 
2016-01-26,1,externals 
2016-01-23,1,externals 
2016-01-20,1,externals 
2016-01-19,1,externals 
2016-01-16,1,externals 
2016-01-15,1,externals 
2016-01-14,1,externals 
2016-01-10,4,externals 
2016-01-09,2,externals 
2016-01-08,3,externals 
2016-01-07,1,externals 
2016-01-05,2,externals 
2016-01-02,2,externals 
2015-12-30,2,externals 
2015-12-21,1,externals 
2015-12-10,1,externals 
